Student_ID,Age,Gender,Parental_Education,Study_Hours_Per_Week,Attendance_Rate,Past_Exam_Score,Internal_Assessment_Score,Assignment_Completion_Rate,Tutoring_Classes,Internet_Access,Extracurricular_Activities,Sleep_Hours_Per_Day,Final_Score,Performance_Category,Passed,Attendance_Group,Study_Hours_Group,Risk_Level,Grade_Point
STU1612,20,Female,Bachelor,14.9,90.3,67.4,28.1,92.9,No,Yes,Yes,6.3,72.7,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.27
STU1613,20,Male,Diploma,12.0,96.4,65.6,23.6,78.4,No,Yes,Yes,7.6,63.9,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.39
STU1614,18,Male,Diploma,13.5,54.8,83.6,36.6,51.4,No,Yes,Yes,5.8,68.5,Merit,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,6.85
STU1615,21,Male,Bachelor,25.9,64.1,62.9,31.0,63.3,Yes,Yes,No,7.6,68.3,Merit,Yes,Critical (<65%),High (>16 hrs),Low Risk,6.83
STU1616,21,Female,Master,17.3,84.7,38.5,15.9,73.0,Yes,Yes,Yes,8.9,59.0,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,5.9
STU1617,18,Male,Bachelor,7.5,79.9,98.0,38.9,73.2,No,Yes,Yes,7.9,84.1,Distinction,Yes,Good (75-85%),Low (<8 hrs),Low Risk,8.41
STU1618,19,Female,Master,13.4,88.2,55.3,27.6,74.3,No,Yes,No,8.3,60.7,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.07
STU1619,20,Female,Diploma,15.2,68.4,78.6,40.3,67.0,Yes,Yes,No,6.6,72.5,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,7.25
STU1620,20,Male,Diploma,11.8,86.6,43.9,19.8,76.1,Yes,Yes,Yes,7.5,54.9,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.49
STU1621,18,Male,Master,3.8,88.0,68.4,25.2,78.6,Yes,Yes,Yes,7.8,73.3,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.33
STU1622,18,Male,Bachelor,7.9,68.7,53.9,23.1,60.0,Yes,Yes,No,6.7,56.9,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,5.69
STU1623,19,Female,Master,10.3,92.0,30.0,14.0,83.0,No,Yes,No,7.8,53.0,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.3
STU1624,19,Female,Bachelor,30.1,68.3,61.0,24.6,77.5,No,Yes,Yes,7.5,57.3,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.73
STU1625,20,Female,Diploma,16.4,93.7,64.3,31.0,82.2,No,No,No,7.8,65.8,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.58
STU1626,19,Female,Bachelor,5.0,86.3,61.9,24.7,87.9,No,Yes,Yes,5.9,60.1,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,6.01
STU1627,19,Male,Master,12.2,95.3,68.4,30.9,93.6,No,Yes,No,8.4,76.2,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.62
STU1628,20,Female,Bachelor,23.9,87.2,61.2,26.7,90.1,No,Yes,Yes,7.5,71.0,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.1
STU1629,18,Female,High School,9.3,61.9,66.0,31.9,69.1,Yes,No,Yes,6.9,57.5,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,5.75
STU1630,19,Male,Diploma,21.1,98.0,67.4,30.3,91.8,No,Yes,Yes,6.9,77.7,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.77
STU1631,20,Female,Diploma,5.1,85.8,64.5,28.3,87.2,Yes,Yes,Yes,7.0,71.2,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.12
STU1632,21,Female,High School,2.0,92.8,62.6,25.4,76.5,Yes,Yes,No,6.1,67.6,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.76
STU1633,19,Female,Bachelor,22.7,55.0,52.5,23.7,57.8,Yes,Yes,No,8.3,61.4,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.14
STU1634,19,Female,High School,10.0,58.5,73.3,32.1,70.7,No,Yes,No,8.1,60.7,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,6.07
STU1635,18,Female,Diploma,3.9,85.7,61.0,24.4,85.4,Yes,Yes,Yes,8.1,63.3,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,6.33
STU1636,19,Female,Bachelor,10.4,46.5,59.9,27.5,61.8,Yes,Yes,Yes,8.7,56.2,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.62
STU1637,19,Male,Diploma,14.2,85.7,72.2,33.8,85.6,No,Yes,Yes,7.2,71.4,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.14
STU1638,18,Male,Bachelor,16.1,68.6,68.0,29.4,75.5,No,Yes,Yes,5.2,58.4,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.84
STU1639,19,Female,Diploma,2.3,88.4,55.2,28.1,86.0,No,No,No,7.7,54.4,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,5.44
STU1640,19,Male,Master,8.9,81.1,82.5,38.0,82.0,No,Yes,Yes,7.7,81.2,Distinction,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,8.12
STU1641,18,Male,High School,13.2,84.2,48.4,17.3,79.4,Yes,Yes,No,8.7,58.3,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.83
STU1642,19,Male,High School,16.1,55.5,50.6,27.5,67.3,Yes,Yes,No,8.2,56.3,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,5.63
STU1643,18,Male,Bachelor,7.4,96.3,74.4,36.2,93.9,No,Yes,Yes,7.1,70.7,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.07
STU1644,19,Female,Bachelor,11.5,96.9,89.5,43.8,94.7,No,Yes,No,6.8,83.5,Distinction,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,8.35
STU1645,18,Female,High School,9.3,76.3,56.9,27.0,76.9,No,No,Yes,8.1,55.9,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.59
STU1646,21,Male,Master,14.4,86.3,70.8,23.7,76.5,No,Yes,Yes,4.1,62.5,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.25
STU1647,19,Male,Diploma,22.3,63.1,48.3,25.6,54.9,No,Yes,No,7.3,55.5,Pass,Yes,Critical (<65%),High (>16 hrs),Moderate Risk,5.55
STU1648,20,Male,Master,10.7,81.0,52.0,23.6,85.4,No,Yes,No,8.0,60.9,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.09
STU1649,20,Female,Diploma,5.7,76.0,80.9,37.6,74.9,No,Yes,Yes,6.9,70.6,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,7.06
STU1650,19,Female,Diploma,8.6,53.4,70.1,33.4,53.3,Yes,Yes,No,6.6,64.6,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,6.46
STU1651,18,Male,Diploma,28.3,76.8,81.3,43.4,66.7,No,Yes,Yes,7.3,82.1,Distinction,Yes,Good (75-85%),High (>16 hrs),Low Risk,8.21
STU1652,19,Female,Diploma,7.9,79.5,80.2,34.2,82.2,Yes,Yes,No,8.5,72.7,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,7.27
STU1653,19,Female,Bachelor,6.3,68.6,35.7,14.2,74.8,Yes,Yes,No,7.5,47.4,At-Risk,No,Moderate (65-75%),Low (<8 hrs),High Risk,4.74
STU1654,20,Female,Diploma,10.4,77.9,48.3,18.8,80.8,Yes,Yes,No,6.3,56.5,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.65
STU1655,19,Female,High School,12.2,93.3,68.8,27.2,88.2,No,Yes,No,8.3,68.6,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.86
STU1656,18,Male,High School,9.6,90.2,41.2,14.9,80.5,Yes,Yes,No,8.6,57.5,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.75
STU1657,19,Female,High School,5.1,70.6,50.2,16.1,65.5,Yes,No,Yes,6.1,45.1,At-Risk,No,Moderate (65-75%),Low (<8 hrs),High Risk,4.51
STU1658,19,Male,Bachelor,15.1,75.5,85.0,39.7,63.0,No,Yes,Yes,10.0,69.9,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.99
STU1659,20,Female,Bachelor,14.4,83.6,57.4,32.8,85.2,No,Yes,No,7.0,64.3,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.43
STU1660,19,Female,Bachelor,18.1,89.1,74.9,40.9,74.1,No,No,Yes,8.0,68.3,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.83
STU1661,19,Female,Master,14.2,85.2,64.6,26.1,82.3,No,Yes,No,7.8,62.5,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.25
STU1662,23,Female,Bachelor,27.2,85.2,55.5,24.0,79.7,Yes,Yes,No,6.2,66.4,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.64
STU1663,20,Male,Master,18.8,68.9,41.7,23.1,68.8,Yes,Yes,No,6.5,57.1,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.71
STU1664,18,Female,Diploma,16.9,90.5,68.3,32.2,91.9,Yes,Yes,No,7.1,76.1,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.61
STU1665,18,Female,High School,22.7,98.9,85.4,38.9,79.9,No,Yes,No,4.9,74.0,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.4
STU1666,18,Female,Diploma,13.8,84.6,55.9,24.3,84.7,No,Yes,No,7.9,60.9,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.09
STU1667,18,Male,Diploma,11.6,76.7,66.0,33.8,64.7,Yes,No,No,4.9,61.6,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.16
STU1668,18,Male,Master,15.0,54.2,43.7,15.9,48.7,Yes,Yes,No,7.0,47.5,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.75
STU1669,18,Male,Bachelor,3.7,81.1,55.6,26.7,75.4,No,Yes,Yes,6.3,56.5,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.65
STU1670,19,Female,Diploma,13.8,52.6,69.8,32.6,48.1,No,Yes,No,7.6,55.7,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.57
STU1671,18,Female,Bachelor,12.2,81.0,75.4,34.1,82.5,No,Yes,No,4.6,63.6,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.36
STU1672,21,Male,Diploma,15.9,55.1,72.8,35.5,59.2,Yes,No,No,5.2,62.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,6.28
STU1673,18,Male,High School,21.2,91.9,36.6,16.6,74.9,Yes,No,Yes,6.3,54.7,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.47
STU1674,19,Female,Bachelor,17.2,57.7,58.6,24.5,51.2,No,Yes,Yes,7.6,62.3,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.23
STU1675,19,Female,Master,8.7,80.8,51.5,23.5,78.8,No,No,No,7.2,51.4,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.14
STU1676,23,Female,Bachelor,19.5,84.0,60.7,21.7,84.9,No,Yes,No,8.2,68.2,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.82
STU1677,18,Female,Bachelor,27.4,53.4,63.4,30.7,56.1,No,Yes,Yes,7.1,61.3,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.13
STU1678,19,Male,Diploma,21.4,74.5,79.9,39.0,73.2,No,Yes,No,7.0,73.4,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.34
STU1679,22,Male,High School,6.0,98.0,69.1,28.8,94.6,No,Yes,No,5.8,75.3,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.53
STU1680,21,Female,Diploma,17.1,53.8,84.8,35.0,59.9,Yes,No,No,6.8,64.0,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.4
STU1681,20,Female,Bachelor,6.5,65.9,55.2,22.7,60.6,Yes,Yes,No,7.0,60.8,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,6.08
STU1682,19,Female,Diploma,11.0,77.9,45.2,20.1,76.8,No,Yes,Yes,4.7,48.1,At-Risk,No,Good (75-85%),Medium (8-16 hrs),High Risk,4.81
STU1683,18,Female,High School,15.6,72.1,85.4,39.2,73.0,Yes,Yes,No,6.0,73.8,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,7.38
STU1684,20,Female,Master,14.6,95.0,71.1,37.6,91.2,No,Yes,No,7.5,72.6,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.26
STU1685,21,Male,Bachelor,21.2,87.9,54.6,29.8,83.9,No,Yes,No,7.2,67.8,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.78
STU1686,19,Male,Bachelor,27.4,81.5,71.1,34.9,86.4,No,Yes,Yes,6.7,72.5,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.25
STU1687,19,Male,High School,16.4,48.3,76.7,34.9,47.8,No,Yes,Yes,6.3,61.5,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.15
STU1688,19,Male,High School,10.6,79.0,66.7,26.8,84.3,No,Yes,No,5.1,52.2,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.22
STU1689,20,Female,High School,3.8,86.6,54.8,30.5,81.4,No,Yes,Yes,4.6,56.4,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,5.64
STU1690,18,Female,Bachelor,23.9,78.7,58.8,25.6,78.5,No,Yes,No,6.7,60.5,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.05
STU1691,19,Male,High School,12.2,66.2,69.1,32.1,58.3,No,Yes,No,8.6,61.5,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,6.15
STU1692,19,Male,Bachelor,12.6,78.3,67.8,32.7,72.4,No,Yes,No,7.0,62.7,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.27
STU1693,19,Female,Master,13.1,78.0,82.0,37.1,80.0,Yes,Yes,No,8.1,82.0,Distinction,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,8.2
STU1694,18,Male,Diploma,16.0,63.0,61.1,31.5,68.2,No,Yes,No,5.7,54.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,5.48
STU1695,18,Female,Diploma,16.3,89.1,51.5,24.8,73.2,No,Yes,No,7.3,59.8,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.98
STU1696,20,Female,Bachelor,11.1,68.1,98.0,47.6,68.6,No,Yes,No,6.2,81.9,Distinction,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,8.19
STU1697,19,Female,Master,12.2,80.4,67.4,31.9,68.0,Yes,Yes,No,6.2,71.8,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.18
STU1698,19,Male,Master,9.2,64.5,76.7,34.4,75.1,No,Yes,No,7.8,63.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,6.38
STU1699,18,Male,High School,8.7,93.2,72.3,32.8,93.2,No,Yes,No,6.9,64.7,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.47
STU1700,19,Female,High School,8.6,64.3,67.6,30.2,55.4,No,Yes,No,5.5,60.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,6.08
STU1701,19,Female,Bachelor,12.1,59.2,61.8,23.3,68.6,No,Yes,Yes,7.1,55.6,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.56
STU1702,18,Male,Bachelor,7.7,70.6,30.0,12.0,77.8,No,Yes,No,6.2,39.5,At-Risk,No,Moderate (65-75%),Low (<8 hrs),High Risk,3.95
STU1703,19,Female,High School,2.0,64.7,50.1,25.1,62.4,Yes,Yes,No,5.4,50.7,Pass,Yes,Critical (<65%),Low (<8 hrs),Moderate Risk,5.07
STU1704,18,Male,Diploma,10.5,92.5,69.6,26.9,89.1,No,Yes,No,5.9,65.1,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.51
STU1705,18,Female,Bachelor,6.2,66.0,30.0,12.1,65.0,Yes,Yes,No,9.3,37.3,At-Risk,No,Moderate (65-75%),Low (<8 hrs),High Risk,3.73
STU1706,23,Male,High School,13.6,96.6,66.0,26.0,90.7,No,Yes,No,8.3,64.2,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.42
STU1707,19,Female,Bachelor,9.2,74.8,74.3,31.8,69.2,No,Yes,No,4.8,59.3,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.93
STU1708,20,Male,High School,16.1,86.6,76.7,34.0,77.1,No,No,No,6.8,64.9,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,6.49
STU1709,19,Male,Bachelor,6.5,69.5,73.4,31.6,67.1,No,Yes,No,6.9,64.5,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,6.45
STU1710,20,Male,Bachelor,4.3,91.9,78.4,30.3,77.2,No,Yes,Yes,6.7,73.4,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.34
STU1711,20,Male,Diploma,12.2,84.5,87.5,38.7,85.8,Yes,Yes,Yes,6.3,76.0,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.6
STU1712,19,Female,Bachelor,10.2,68.9,80.3,32.8,65.2,Yes,Yes,No,7.8,69.6,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.96
STU1713,19,Female,Bachelor,5.9,95.7,67.8,28.3,85.0,No,Yes,No,8.0,66.2,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.62
STU1714,19,Male,Master,18.8,71.4,63.1,31.0,77.9,No,Yes,No,8.2,68.3,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.83
STU1715,19,Male,Diploma,7.2,72.6,66.6,33.3,70.8,No,Yes,Yes,7.4,65.6,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,6.56
STU1716,21,Female,Bachelor,8.4,84.2,61.1,22.9,79.8,Yes,Yes,Yes,7.7,63.2,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.32
STU1717,21,Female,Bachelor,20.5,72.1,80.6,41.8,79.6,Yes,Yes,No,6.6,78.9,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.89
STU1718,22,Female,Bachelor,16.6,53.5,73.0,31.1,65.2,Yes,No,Yes,5.3,59.6,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,5.96
STU1719,18,Male,Master,6.8,96.7,59.7,24.8,81.1,Yes,Yes,No,5.2,57.9,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,5.79
STU1720,20,Male,High School,10.7,63.9,83.5,34.5,64.2,No,Yes,No,6.1,60.0,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,6.0
STU1721,21,Female,Diploma,6.4,59.2,60.9,27.6,70.9,Yes,No,No,6.8,61.9,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,6.19
STU1722,18,Male,Bachelor,19.8,86.8,51.8,30.2,78.2,No,Yes,Yes,5.6,63.3,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,6.33
STU1723,18,Female,High School,19.8,80.2,64.8,23.8,73.6,Yes,No,No,5.8,60.6,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.06
STU1724,20,Male,Master,29.4,77.9,53.5,16.9,68.4,No,Yes,No,6.6,62.7,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.27
STU1725,19,Female,Bachelor,35.0,83.3,78.1,36.1,70.6,No,Yes,Yes,8.0,81.2,Distinction,Yes,Good (75-85%),High (>16 hrs),Low Risk,8.12
STU1726,21,Male,Diploma,9.1,91.9,53.2,25.9,89.1,Yes,Yes,Yes,7.4,67.2,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.72
STU1727,18,Female,Bachelor,18.2,85.4,63.4,28.7,85.2,Yes,Yes,Yes,6.1,74.3,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.43
STU1728,20,Male,Diploma,3.9,50.3,78.2,37.3,64.6,Yes,Yes,Yes,7.1,61.1,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,6.11
STU1729,18,Female,Bachelor,14.1,46.2,55.0,20.8,57.8,Yes,Yes,No,5.5,57.3,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.73
STU1730,18,Male,High School,15.9,90.3,70.8,28.6,78.1,No,Yes,No,6.1,69.6,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.96
STU1731,18,Female,Diploma,7.5,99.5,51.4,23.6,80.5,Yes,Yes,No,5.2,59.8,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,5.98
STU1732,20,Female,High School,8.8,87.1,68.4,36.9,90.7,No,Yes,No,7.5,70.9,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.09
STU1733,20,Female,Bachelor,19.9,73.7,72.9,34.8,68.4,No,Yes,No,6.7,64.0,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,6.4
STU1734,19,Female,Diploma,16.1,80.7,64.4,31.1,72.7,No,Yes,Yes,6.8,65.2,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.52
STU1735,19,Female,Diploma,27.6,76.5,65.5,25.7,81.7,Yes,Yes,No,7.9,67.8,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.78
STU1736,21,Female,Diploma,26.0,82.9,71.2,33.5,79.7,No,Yes,No,5.9,70.1,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.01
STU1737,19,Male,High School,4.6,84.4,61.1,23.4,73.4,Yes,Yes,No,7.5,59.2,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.92
STU1738,20,Female,Master,9.6,78.3,77.5,41.1,82.6,No,Yes,No,9.2,72.7,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.27
STU1739,19,Male,High School,7.0,77.0,84.2,34.3,83.8,No,No,No,5.9,65.8,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,6.58
STU1740,19,Male,Bachelor,18.6,89.7,52.0,20.6,74.5,Yes,Yes,No,5.3,61.0,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,6.1
STU1741,19,Male,Diploma,14.8,72.1,89.7,35.2,77.7,No,Yes,No,5.6,71.9,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,7.19
STU1742,19,Male,Bachelor,7.3,72.8,60.8,27.7,68.8,No,Yes,Yes,7.4,60.2,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,6.02
STU1743,20,Female,Diploma,8.0,87.3,92.9,42.0,81.6,No,Yes,No,8.9,78.0,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.8
STU1744,19,Female,Master,23.2,91.4,60.9,32.7,92.3,Yes,Yes,No,8.9,80.2,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,8.02
STU1745,18,Female,Diploma,10.2,89.5,74.9,36.4,92.1,No,Yes,Yes,7.9,74.8,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.48
STU1746,21,Male,Bachelor,3.5,84.3,74.8,30.9,74.3,No,Yes,Yes,8.0,66.5,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,6.65
STU1747,19,Male,Master,6.9,86.2,59.6,29.9,74.6,Yes,Yes,No,7.5,65.0,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.5
STU1748,19,Male,Master,30.4,70.2,66.0,25.3,60.8,No,Yes,Yes,7.8,68.0,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.8
STU1749,21,Male,Bachelor,20.8,59.3,85.2,35.8,62.7,Yes,Yes,No,7.3,75.9,Merit,Yes,Critical (<65%),High (>16 hrs),High Risk,7.59
STU1750,20,Male,Master,6.1,45.4,60.5,27.6,45.0,Yes,Yes,No,6.1,56.0,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.6
STU1751,18,Male,Bachelor,14.1,88.3,59.2,22.7,80.0,No,Yes,No,8.9,60.9,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.09
STU1752,21,Male,High School,20.2,80.8,48.9,25.7,68.0,No,Yes,No,8.5,57.3,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,5.73
STU1753,20,Female,Diploma,4.6,72.3,86.9,47.1,68.7,No,Yes,No,6.1,75.4,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,7.54
STU1754,19,Female,Diploma,21.3,85.7,58.3,25.2,70.8,No,No,Yes,7.7,56.6,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.66
STU1755,18,Female,Diploma,16.0,64.9,81.8,34.5,72.1,Yes,Yes,Yes,8.6,71.9,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,7.19
STU1756,20,Female,Bachelor,8.5,91.5,56.6,25.0,78.2,Yes,Yes,Yes,7.5,66.6,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.66
STU1757,20,Female,Bachelor,17.3,40.0,81.4,34.7,45.0,No,Yes,Yes,6.8,64.8,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.48
STU1758,19,Male,High School,14.9,70.5,76.3,35.3,76.8,Yes,Yes,No,8.6,68.7,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.87
STU1759,21,Female,Bachelor,15.5,97.6,61.8,23.2,93.2,No,Yes,No,7.3,67.7,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.77
STU1760,20,Female,Diploma,13.9,61.7,54.7,25.7,57.6,No,Yes,Yes,6.3,60.6,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,6.06
STU1761,18,Male,Master,7.8,97.5,55.9,31.8,79.7,Yes,Yes,Yes,5.7,72.3,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.23
STU1762,19,Male,Master,8.6,57.1,55.7,18.1,64.3,Yes,Yes,No,4.0,48.8,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.88
STU1763,18,Female,Master,11.3,66.8,79.9,31.9,64.6,No,Yes,No,9.2,66.9,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.69
STU1764,20,Male,Bachelor,13.1,71.1,67.2,28.7,75.1,No,Yes,Yes,6.1,70.2,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,7.02
